VBELN,WAERS,VKORG,KUNNR,CTLPC,LFART,AMTBL
500014142,USD,1005,100010,R01,ZLF,"779,910"
500014143,USD,1001,100458,R01,ZLF,0
500014144,USD,1003,100366,R01,ZLF,0
500014145,TWD,1001,100127,R01,ZLF,"245,234"
500014146,TWD,1001,100138,R01,ZLF,"165,372"
500014147,TWD,1006,100310,R01,ZLF,0
500014148,TWD,1006,100310,R01,ZLF,0
500014149,USD,1001,100273,R01,ZLF,0
500014150,TWD,1002,1006,,ZNL,0
500014151,TWD,1007,100110,R01,ZLF,"354,500"
500014152,USD,2002,100213,R01,ZLF,0
500014153,USD,2002,100213,R01,ZLF,0
500014154,TWD,1005,100015,R01,ZLF,0
500014155,USD,1005,100021,R01,ZLF,"207,760"
500014156,USD,1005,100021,R01,ZLF,"314,587"
500014157,USD,1001,100118,R01,ZLF,0
500014158,USD,1001,100118,R01,ZLF,0
500014159,USD,1003,100179,R01,ZLF,0
500014160,TWD,1003,100188,R01,ZLF,0
500014161,USD,2002,1002,,ZNLC,0
500014162,USD,1005,100416,R01,ZLF,0
500014163,USD,1005,100368,R01,ZLF,"790,084"
500014164,USD,1005,100368,R01,ZLF,"11,577"
500014165,TWD,1006,1002,,ZNL,0
500014166,USD,2002,100213,R01,ZLF,0
500014167,TWD,1005,100008,R01,ZLF,0
500014168,TWD,1005,100014,R01,ZLF,"48,510"
500014169,TWD,1005,100012,R01,ZLF,0
500014170,TWD,1005,100012,R01,ZLF,0
500014171,TWD,1005,100018,R01,ZLF,"215,828"
500014172,TWD,1005,100004,R01,ZLF,0
500014173,TWD,1005,100011,R01,ZLF,0
500014174,TWD,1005,100015,R01,ZLF,0
500014175,TWD,1005,100379,R01,ZLF,"40,121"
500014176,USD,1005,100016,R01,ZLF,0
500014177,USD,1002,100201,R01,ZLF,0
500014178,USD,1001,100350,R01,ZLF,"86,031"
500014179,TWD,1006,1002,,ZNL,0
500014180,TWD,1006,1002,,ZNL,0
500014181,USD,2002,100213,R01,ZLF,0
500014182,USD,1001,100119,R01,ZLF,0
500014183,USD,2002,100207,R01,ZLF,0
500014184,USD,2002,100207,R01,ZLF,0
500014185,USD,2002,100207,R01,ZLF,0
500014186,EUR,1001,100283,R01,ZLF,0
500014187,USD,1005,100465,R01,ZLF,"219,468"
500014188,USD,1001,100118,R01,ZLF,0
500014189,USD,1001,100118,R01,ZLF,0
500014190,USD,1001,100118,R01,ZLF,0
500014191,USD,1001,100118,R01,ZLF,0
500014192,USD,1001,100118,R01,ZLF,0
500014193,USD,1001,100118,R01,ZLF,0
500014194,USD,1001,100118,R01,ZLF,0
500014195,USD,1001,100118,R01,ZLF,0
500014196,USD,1001,100118,R01,ZLF,0
500014197,USD,1001,100118,R01,ZLF,0
500014198,USD,1001,100118,R01,ZLF,0
500014199,USD,1001,100118,R01,ZLF,0
500014200,USD,1001,100118,R01,ZLF,0
500014201,USD,1001,100118,R01,ZLF,0
500014202,USD,1001,100118,R01,ZLF,0
500014203,USD,1001,100118,R01,ZLF,0
500014204,USD,1003,100366,R01,ZLF,0
500014205,USD,1001,100118,R01,ZLF,0
500014206,USD,1002,100199,R01,ZLF,"25,737"
500014208,USD,1002,2002,,ZNLC,0
500014209,USD,1002,2002,,ZNLC,0
500014210,USD,1002,2002,,ZNLC,0
500014211,USD,1001,100118,R01,ZLF,0
500014212,TWD,1005,100024,R01,ZLF,0
500014213,TWD,1007,100042,R01,ZLF,"32,000"
500014214,USD,1001,100118,R01,ZLF,0
500014215,USD,1002,2002,,ZNLC,0
500014216,USD,1002,2002,,ZNLC,0
500014218,USD,1002,2002,,ZNLC,0
500014219,USD,1002,2002,,ZNLC,0
500014220,USD,1003,100179,R01,ZLF,0
500014221,EUR,1001,100283,R01,ZLF,0
500014222,TWD,1005,100435,R01,ZLF,0
500014223,TWD,1002,1006,,ZNL,0
500014224,TWD,1001,100134,R01,ZLF,0
500014225,USD,2002,1002,,ZNLC,0
500014226,TWD,1001,100133,R01,ZLF,"152,952"
500014227,USD,2002,1002,,ZNLC,0
500014228,USD,2002,100208,R01,ZLF,0
500014229,TWD,1007,100105,R01,ZLF,"2,800"
500014230,TWD,1007,100105,R01,ZLF,"2,800"
500014231,TWD,1007,100105,R01,ZLF,"2,800"
500014232,TWD,1007,100105,R01,ZLF,"16,800"
500014233,TWD,1007,100105,R01,ZLF,"2,800"
500014234,USD,2002,100208,R01,ZLF,0
500014235,TWD,1002,1006,,ZNL,0
500014236,USD,1002,100200,R01,ZLF,"2,749,383"
500014237,USD,1002,2902,R99,ZLF,0
500014238,USD,2002,100207,R01,ZLF,0
500014239,TWD,1005,100371,R01,ZLF,0
500014240,TWD,1005,100442,R01,ZLF,0
500014241,USD,1005,100465,R01,ZLF,"318,559"
500014242,USD,1005,100022,R01,ZLF,0
500014243,USD,2002,100207,R01,ZLF,0
500014244,USD,1002,100201,R01,ZLF,0
500014245,TWD,1005,100004,R01,ZLF,0
500014246,TWD,1005,100382,R01,ZLF,0
500014247,TWD,1005,100379,R01,ZLF,"13,587"
500014248,TWD,1005,100012,R01,ZLF,0
500014249,TWD,1005,100018,R01,ZLF,"149,090"
500014250,TWD,1005,100385,R01,ZLF,0
500014251,USD,1002,100200,R01,ZLF,0
500014252,USD,1001,100302,R01,ZLF,0
500014253,TWD,1002,100347,R01,ZLF,0
500014254,TWD,1005,100014,R01,ZLF,"31,322"
500014255,TWD,1007,100055,R01,ZLF,0
500014256,TWD,1007,100041,R01,ZLF,"9,900"
500014257,USD,1002,2902,R99,ZLF,0
500014258,TWD,1005,100442,R01,ZLF,0
500014259,USD,2002,100207,R01,ZLF,0
500014260,USD,1002,2902,R99,ZLF,0
500014261,USD,2002,100207,R01,ZLF,0
500014262,USD,2002,100213,R01,ZLF,0
500014263,USD,2002,100213,R01,ZLF,0
500014264,USD,2002,100213,R01,ZLF,0
500014265,USD,2002,100213,R01,ZLF,0
500014266,USD,2002,100213,R01,ZLF,0
500014267,USD,1005,100465,R01,ZLF,"183,704"
500014268,USD,2002,1002,,ZNLC,0
500014269,USD,2002,1002,,ZNLC,0
500014270,USD,1001,100118,R01,ZLF,0
500014271,USD,1001,100118,R01,ZLF,0
500014272,USD,1003,100182,R01,ZLF,"226,424"
500014273,USD,1003,100182,R01,ZLF,"54,261"
500014274,USD,1003,100179,R01,ZLF,0
500014275,TWD,1003,100188,R01,ZLF,0
500014276,TWD,1002,1006,,ZNL,0
500014277,USD,2002,100213,R01,ZLF,0
500014278,USD,2002,100207,R01,ZLF,0
500014279,USD,2002,100207,R01,ZLF,0
500014280,USD,2002,100207,R01,ZLF,0
500014281,TWD,1002,1006,,ZNL,0
500014282,TWD,1002,100347,R01,ZLF,0
500014283,USD,1002,100199,R01,ZLF,"413,400"
500014284,USD,1001,100118,R01,ZLF,0
500014285,USD,1001,100118,R01,ZLF,0
500014286,USD,2002,100213,R01,ZLF,0
500014287,USD,2002,100213,R01,ZLF,0
500014288,USD,2002,100213,R01,ZLF,0
500014289,USD,1005,100022,R01,ZLF,0
500014290,USD,1005,100416,R01,ZLF,"39,931"
500014291,TWD,1007,100105,R01,ZLF,0
500014292,TWD,1005,100018,R01,ZLF,"133,728"
500014293,TWD,1005,100012,R01,ZLF,0
500014294,TWD,1005,100419,R01,ZLF,0
500014295,TWD,1007,100055,R01,ZLF,0
500014296,TWD,1005,100442,R01,ZLF,0
500014297,TWD,1005,100442,R01,ZLF,0
500014298,USD,1002,2902,R99,ZLF,0
500014299,USD,2002,100207,R01,ZLF,0
500014300,USD,2002,1002,,ZNLC,0
500014301,USD,2002,1002,,ZNLC,0
500014302,USD,2002,1002,,ZNLC,0
500014303,USD,2002,1002,,ZNLC,0
500014304,TWD,1005,100008,R01,ZLF,0
500014305,USD,2002,100213,R01,ZLF,0
500014306,USD,2002,100213,R01,ZLF,0
500014307,USD,2002,100213,R01,ZLF,0
500014308,TWD,1005,100004,R01,ZLF,0
500014309,USD,1003,100178,R01,ZLF,0
500014310,USD,1003,100179,R01,ZLF,0
500014311,USD,1003,100366,R01,ZLF,0
500014312,TWD,1007,100055,R01,ZLF,"3,300"
500014313,TWD,1007,100055,R01,ZLF,"9,900"
500014314,TWD,1007,100055,R01,ZLF,"6,600"
500014315,TWD,1007,100055,R01,ZLF,"3,300"
500014316,TWD,1007,100055,R01,ZLF,"3,300"
500014317,TWD,1005,100379,R01,ZLF,0
500014318,TWD,1005,100435,R01,ZLF,0
500014319,TWD,1005,100024,R01,ZLF,0
500014320,TWD,1005,100011,R01,ZLF,"59,462"
500014321,TWD,1002,1006,,ZNL,0
500014322,USD,1001,100143,R01,ZLF,"109,196"
500014323,TWD,1002,1006,,ZNL,0
500014324,TWD,1002,1006,,ZNL,0
500014325,USD,1002,100203,R01,ZLF,0
500014326,TWD,1007,100452,R01,ZLF,0
500014327,USD,2002,1002,,ZNLC,0
500014328,TWD,1002,100347,R01,ZLF,0
500014329,USD,1001,100033,R01,ZLF,0
500014330,USD,2002,1002,,ZNLC,0
500014331,USD,1002,2902,R99,ZLF,0
500014332,USD,2002,1002,,ZNLC,0
500014333,USD,2002,100207,R01,ZLF,0
500014334,TWD,1005,100004,R01,ZLF,0
500014335,USD,1002,100203,R01,ZLF,0
500014336,TWD,1005,100385,R01,ZLF,0
500014337,TWD,1005,100379,R01,ZLF,0
500014338,USD,1002,2002,,ZNLC,0
500014339,USD,1007,100036,R01,ZLF,0
500014340,USD,1002,2002,,ZNLC,0
500014341,TWD,1007,100099,R01,ZLF,0
500014342,USD,1001,100255,R01,ZLF,0
500014343,USD,1002,2002,,ZNLC,0
500014344,USD,1002,2002,,ZNLC,0
500014345,USD,1002,2002,,ZNLC,0
500014346,TWD,1007,100096,R01,ZLF,"4,000"
500014347,TWD,1007,100042,R01,ZLF,"10,000"
500014348,TWD,1007,100464,R01,ZLF,0
500014349,USD,1002,2002,,ZNLC,0
500014350,TWD,1005,100012,R01,ZLF,0
500014351,TWD,1005,100419,R01,ZLF,0
500014352,TWD,1005,100014,R01,ZLF,"24,843"
500014353,TWD,1005,100018,R01,ZLF,"208,950"
500014354,TWD,1002,1006,,ZNL,0
500014355,USD,1001,100273,R01,ZLF,0
500014356,USD,1001,100118,R01,ZLF,0
500014357,USD,1001,100118,R01,ZLF,0
500014358,USD,1002,100201,R01,ZLF,0
500014359,USD,1001,100118,R01,ZLF,0
500014360,USD,1001,100118,R01,ZLF,0
500014361,USD,1001,100118,R01,ZLF,0
500014362,EUR,1001,100244,R01,ZLF,0
500014363,EUR,1001,100244,R01,ZLF,0
500014364,TWD,1005,100379,R01,ZLF,"19,100"
500014365,USD,1001,100118,R01,ZLF,0
500014366,USD,1001,100118,R01,ZLF,0
500014367,USD,1001,100118,R01,ZLF,0
500014368,TWD,1007,100395,R01,ZLF,0
500014369,TWD,1006,1002,,ZNL,0
500014370,TWD,1006,1002,,ZNL,0
500014371,TWD,1006,1002,,ZNL,0
500014372,USD,1001,100118,R01,ZLF,0
500014373,TWD,1002,100347,R01,ZLF,0
500014374,TWD,1002,1006,,ZNL,0
500014375,TWD,1002,1006,,ZNL,0
500014376,USD,2002,1002,,ZNLC,0
500014377,USD,2002,1002,,ZNLC,0
500014378,USD,2002,1002,,ZNLC,0
500014379,USD,1001,100118,R01,ZLF,0
500014380,TWD,1001,100125,R01,ZLF,0
500014381,TWD,1001,100124,R01,ZLF,"173,960"
500014382,TWD,1001,100133,R01,ZLF,"280,649"
500014383,USD,2002,1002,,ZNLC,0
500014384,TWD,1003,100187,R01,ZLF,0
500014385,USD,1001,100280,R01,ZLF,0
500014386,USD,1003,100179,R01,ZLF,0
500014387,TWD,1005,100008,R01,ZLF,"76,829"
500014388,TWD,1005,100371,R01,ZLF,0
500014389,USD,1001,100281,R01,ZLF,0
500014390,TWD,1007,100105,R01,ZLF,"5,600"
500014391,USD,1003,100179,R01,ZLF,0
500014392,TWD,1007,100402,R01,ZLF,0
500014393,TWD,1007,100402,R01,ZLF,0
500014394,TWD,1007,100055,R01,ZLF,"9,900"
500014395,USD,1001,100279,R01,ZLF,0
500014396,USD,1001,100279,R01,ZLF,0
500014397,EUR,1001,100283,R01,ZLF,0
500014398,TWD,1005,100419,R01,ZLF,"108,087"
500014399,TWD,1005,100018,R01,ZLF,"167,135"
500014400,TWD,1005,100012,R01,ZLF,0
500014401,TWD,1002,1006,,ZNL,0
500014402,TWD,1002,1006,,ZNL,0
500014403,TWD,1002,1006,,ZNL,0
500014404,USD,1005,100021,R01,ZLF,"184,274"
500014405,USD,1002,100200,R01,ZLF,"301,081"
500014406,USD,1002,2902,R99,ZLF,0
500014407,USD,2002,100207,R01,ZLF,0
500014408,USD,1002,2902,R99,ZLF,0
500014409,USD,2002,100207,R01,ZLF,0
500014410,USD,1001,100118,R01,ZLF,0
500014411,TWD,1005,100004,R01,ZLF,0
500014412,USD,1001,100242,R01,ZLF,0
500014413,USD,1001,100166,R01,ZLF,"98,197"
500014414,TWD,1007,100110,R01,ZLF,"22,000"
500014415,TWD,1006,100310,R01,ZLF,0
500014416,TWD,1006,100310,R01,ZLF,0
500014417,TWD,1005,100389,R01,ZLF,0
500014418,TWD,1005,100011,R01,ZLF,"25,095"
500014419,USD,2002,100213,R01,ZLF,0
500014420,USD,1005,100465,R01,ZLF,"1,006,614"
500014421,USD,2002,100213,R01,ZLF,0
500014422,USD,2002,100213,R01,ZLF,0
500014423,USD,2002,100207,R01,ZLF,0
500014424,USD,2002,100207,R01,ZLF,0
500014425,USD,2002,100207,R01,ZLF,0
500014426,USD,2002,100207,R01,ZLF,0
500014427,USD,2002,100207,R01,ZLF,0
500014428,USD,2002,100207,R01,ZLF,0
500014429,USD,2002,100207,R01,ZLF,0
500014430,USD,2002,100207,R01,ZLF,0
500014431,TWD,1005,100419,R01,ZLF,"28,644"
500014432,TWD,1005,100385,R01,ZLF,0
500014433,USD,1005,100005,R01,ZLF,0
500014434,USD,1002,2002,,ZNLC,0
500014435,USD,1003,100178,R01,ZLF,0
500014436,USD,1003,100178,R01,ZLF,0
500014437,USD,1003,100366,R01,ZLF,0
500014438,USD,1003,100179,R01,ZLF,0
500014439,USD,2002,100208,R01,ZLF,0
500014440,USD,1002,100197,R01,ZLF,"1,371,037"
500014441,USD,1001,100242,R01,ZLF,0
500014442,TWD,1005,100382,R01,ZLF,0
500014443,USD,1001,100336,R01,ZLF,0
500014444,USD,1001,100305,R01,ZLF,0
500014445,TWD,1005,100419,R01,ZLF,"60,890"
500014446,USD,2002,1002,,ZNLC,0
500014447,TWD,1007,100363,R01,ZLF,"5,500"
500014448,TWD,1006,1002,,ZNL,0
500014449,TWD,1006,1002,,ZNL,0
500014450,USD,2002,100208,R01,ZLF,0
500014451,USD,1002,100202,R01,ZLF,0
500014452,TWD,1005,100024,R01,ZLF,0
500014453,USD,1001,100171,R01,ZLF,0
500014454,USD,1001,100172,R01,ZLF,0
500014455,USD,1001,100033,R01,ZLF,0
500014456,USD,1001,100033,R01,ZLF,0
500014457,TWD,1005,100435,R01,ZLF,0
500014458,USD,1001,100033,R01,ZLF,0
500014459,USD,1001,100170,R01,ZLF,0
500014460,USD,1001,100033,R01,ZLF,0
500014461,TWD,1005,100018,R01,ZLF,"82,772"
500014462,TWD,1005,100012,R01,ZLF,"88,855"
500014463,TWD,1005,100435,R01,ZLF,0
500014464,USD,1002,100201,R01,ZLF,0
500014465,USD,1005,100010,R01,ZLF,"1,004,164"
500014466,USD,1002,100201,R01,ZLF,0
500014467,USD,1002,100201,R01,ZLF,0
500014468,TWD,1005,100011,R01,ZLF,"50,180"
500014469,TWD,1005,100371,R01,ZLF,0
500014470,TWD,1005,100379,R01,ZLF,"26,534"
500014471,TWD,1006,1002,,ZNL,0
500014472,TWD,1005,100004,R01,ZLF,0
500014473,TWD,1002,1006,,ZNL,0
500014474,TWD,1002,1006,,ZNL,0
500014475,TWD,1002,1006,,ZNL,0
500014476,TWD,1002,1006,,ZNL,0
500014477,USD,1005,100368,R01,ZLF,0
500014478,USD,1001,100118,R01,ZLF,0
500014479,USD,1001,100118,R01,ZLF,0
500014480,USD,1001,100118,R01,ZLF,0
500014481,USD,1001,100118,R01,ZLF,0
500014482,USD,2002,1002,,ZNLC,0
500014483,USD,2002,1002,,ZNLC,0
500014484,USD,1003,100182,R01,ZLF,"554,827"
500014485,USD,1001,100281,R01,ZLF,"189,810"
500014486,USD,1001,100350,R01,ZLF,"47,726"
500014487,USD,1002,100200,R01,ZLF,"1,463,904"
500014488,USD,2002,1902,R99,ZLF,0
500014489,USD,1005,100022,R01,ZLF,0
500014490,USD,1003,100179,R01,ZLF,0
500014491,TWD,1003,100188,R01,ZLF,0
500014492,USD,2002,100207,R01,ZLF,0
500014493,USD,1002,100445,R01,ZLF,0
500014494,USD,1001,100118,R01,ZLF,0
500014495,TWD,1001,100135,R01,ZLF,0
500014496,USD,1001,100118,R01,ZLF,0
500014497,USD,1002,100199,R01,ZLF,"38,606"
500014498,TWD,1002,1006,,ZNL,0
500014499,USD,2002,100213,R01,ZLF,0
500014500,USD,2002,100213,R01,ZLF,0
500014501,USD,2002,100213,R01,ZLF,0
500014502,USD,2002,100208,R01,ZLF,0
500014503,TWD,1005,100003,R01,ZLF,0
500014504,TWD,1005,100379,R01,ZLF,"19,016"
500014505,TWD,1005,100012,R01,ZLF,"26,681"
500014506,TWD,1005,100018,R01,ZLF,"269,997"
500014507,TWD,1001,100128,R01,ZLF,"68,623"
500014508,TWD,1005,100008,R01,ZLF,0
500014509,USD,1002,2902,R99,ZLF,0
500014510,USD,2002,100207,R01,ZLF,0
500014511,USD,1002,2902,R99,ZLF,0
500014512,USD,2002,100208,R01,ZLF,0
500014513,USD,1002,2902,R99,ZLF,0
500014514,USD,2002,100207,R01,ZLF,0
500014515,TWD,1005,100385,R01,ZLF,0
500014516,USD,1002,2902,R99,ZLF,0
500014517,USD,2002,100207,R01,ZLF,0
500014518,USD,1002,2002,,ZNLC,0
500014519,USD,1002,2002,,ZNLC,0
500014520,USD,1001,100118,R01,ZLF,0
500014521,TWD,1006,1002,,ZNL,0
500014522,USD,2002,100213,R01,ZLF,0
500014523,USD,2002,100213,R01,ZLF,0
500014524,TWD,1005,100382,R01,ZLF,0
500014525,USD,1002,2902,R99,ZLF,0
500014526,TWD,1002,1006,,ZNL,0
500014527,USD,2002,100207,R01,ZLF,0
500014528,TWD,1002,1006,,ZNL,0
500014529,USD,2002,100207,R01,ZLF,0
500014530,TWD,1005,100024,R01,ZLF,0
500014531,TWD,1005,100389,R01,ZLF,0
500014532,USD,1003,100178,R01,ZLF,0
500014533,USD,1003,100179,R01,ZLF,0
500014534,USD,1003,100180,R01,ZLF,0
500014535,USD,1003,100366,R01,ZLF,0
500014536,USD,1001,100242,R01,ZLF,0
500014537,TWD,1005,100442,R01,ZLF,0
500014538,USD,1002,100201,R01,ZLF,0
500014539,USD,1002,100201,R01,ZLF,0
500014540,TWD,1005,100018,R01,ZLF,"74,361"
500014541,TWD,1005,100012,R01,ZLF,"2,600"
500014542,TWD,1005,100419,R01,ZLF,"261,524"
500014543,TWD,1005,100014,R01,ZLF,0
500014544,TWD,1005,100379,R01,ZLF,"20,706"
500014545,TWD,1001,100133,R01,ZLF,"148,203"
500014546,USD,1001,100315,R01,ZLF,"77,908"
500014547,TWD,1002,1007,,ZNL,0
500014548,TWD,1005,100011,R01,ZLF,"303,219"
500014549,USD,1001,100118,R01,ZLF,0
500014550,USD,1001,100118,R01,ZLF,0
500014551,USD,1002,100201,R01,ZLF,0
500014552,USD,1002,100201,R01,ZLF,0
500014553,TWD,1005,100011,R01,ZLF,"17,010"
500014554,USD,1001,100242,R01,ZLF,0
500014555,TWD,1005,100382,R01,ZLF,0
500014556,USD,2002,100207,R01,ZLF,0
500014557,USD,2002,100207,R01,ZLF,0
500014558,USD,1001,100275,R01,ZLF,"415,581"
500014559,USD,1001,100218,R01,ZLF,"256,700"
500014560,TWD,1006,1002,,ZNL,0
500014561,TWD,1006,1002,,ZNL,0
500014562,TWD,1006,1002,,ZNL,0
500014563,USD,2002,100213,R01,ZLF,0
500014564,USD,1001,100118,R01,ZLF,0
500014565,USD,1001,100118,R01,ZLF,0
500014566,USD,1002,100201,R01,ZLF,0
500014567,TWD,1006,100310,R01,ZLF,0
500014568,TWD,1006,100310,R01,ZLF,0
500014569,USD,1001,100118,R01,ZLF,0
500014570,TWD,1007,100052,R01,ZLF,"5,600"
500014571,TWD,1007,100052,R01,ZLF,"2,800"
500014572,TWD,1007,100052,R01,ZLF,0
500014573,TWD,1007,100052,R01,ZLF,0
500014574,TWD,1007,100052,R01,ZLF,0
500014575,TWD,1007,100052,R01,ZLF,0
500014576,TWD,1005,100008,R01,ZLF,0
500014577,TWD,1007,100052,R01,ZLF,0
500014578,TWD,1007,100052,R01,ZLF,0
500014579,TWD,1007,100052,R01,ZLF,0
500014580,USD,1001,100118,R01,ZLF,0
500014581,TWD,1007,100052,R01,ZLF,0
500014582,USD,1002,100195,R01,ZLF,0
500014583,TWD,1007,100052,R01,ZLF,0
500014584,TWD,1007,100052,R01,ZLF,0
500014585,TWD,1007,100052,R01,ZLF,0
500014586,TWD,1007,100052,R01,ZLF,"2,800"
500014587,TWD,1007,100052,R01,ZLF,0
500014588,TWD,1007,100052,R01,ZLF,"2,800"
500014589,TWD,1007,100052,R01,ZLF,"5,600"
500014590,TWD,1007,100052,R01,ZLF,"5,600"
500014591,TWD,1007,100052,R01,ZLF,"5,600"
500014592,TWD,1007,100052,R01,ZLF,"5,600"
500014593,TWD,1007,100052,R01,ZLF,"4,000"
500014594,TWD,1007,100052,R01,ZLF,"50,400"
500014595,TWD,1007,100052,R01,ZLF,"5,600"
500014596,TWD,1007,100052,R01,ZLF,"2,800"
500014597,TWD,1007,100052,R01,ZLF,"8,400"
500014598,USD,1002,100195,R01,ZLF,0
500014599,USD,2002,100207,R01,ZLF,0
500014600,USD,2002,100207,R01,ZLF,0
500014601,TWD,1005,100018,R01,ZLF,"309,498"
500014602,TWD,1007,100105,R01,ZLF,0
500014603,TWD,1005,100371,R01,ZLF,0
500014604,TWD,1006,1002,,ZNL,0
500014605,USD,1002,2002,,ZNLC,0
500014606,USD,1002,2002,,ZNLC,0
500014607,USD,1005,100005,R01,ZLF,0
500014610,USD,1002,2002,,ZNLC,0
500014611,USD,1002,2002,,ZNLC,0
500014612,USD,2002,1002,,ZNLC,0
500014613,USD,1002,2002,,ZNLC,0
500014614,USD,1001,100118,R01,ZLF,0
500014615,USD,1001,100118,R01,ZLF,0
500014616,USD,1001,100118,R01,ZLF,0
500014617,USD,1003,100183,R01,ZLF,0
500014618,USD,1003,100179,R01,ZLF,0
500014619,USD,1001,100222,R01,ZLF,0
500014620,USD,1001,100255,R01,ZLF,0
500014621,USD,1001,100219,R01,ZLF,0
500014622,USD,1002,100200,R01,ZLF,"1,319,626"
500014623,USD,1002,2902,R99,ZLF,0
500014624,USD,2002,100207,R01,ZLF,0
500014625,USD,2002,100213,R01,ZLF,0
500014626,USD,1001,100242,R01,ZLF,0
500014627,TWD,1001,100133,R01,ZLF,"104,141"
500014628,USD,1001,100172,R01,ZLF,0
500014629,USD,1001,100118,R01,ZLF,0
500014630,TWD,1006,100310,R01,ZLF,0
500014631,TWD,1006,100310,R01,ZLF,0
500014632,USD,1001,100118,R01,ZLF,0
500014633,USD,1001,100118,R01,ZLF,0
500014634,USD,1001,100279,R01,ZLF,0
500014635,USD,1001,100118,R01,ZLF,0
500014636,TWD,1005,100442,R01,ZLF,0
500014637,TWD,1002,1006,,ZNL,0
500014638,TWD,1002,1006,,ZNL,0
500014639,TWD,1002,1006,,ZNL,0
500014640,USD,1003,100182,R01,ZLF,"693,718"
500014641,TWD,1003,100188,R01,ZLF,0
500014642,USD,1003,100180,R01,ZLF,0
500014643,TWD,1005,100379,R01,ZLF,"13,146"
500014644,TWD,1005,100435,R01,ZLF,0
500014645,TWD,1005,100385,R01,ZLF,"45,549"
500014646,TWD,1005,100012,R01,ZLF,"97,665"
500014647,TWD,1005,100018,R01,ZLF,0
500014648,TWD,1005,100008,R01,ZLF,0
500014649,TWD,1005,100011,R01,ZLF,0
500014650,USD,2002,100213,R01,ZLF,0
500014651,USD,2002,100213,R01,ZLF,0
500014652,USD,2002,100213,R01,ZLF,0
500014653,USD,2002,100207,R01,ZLF,0
500014654,USD,2002,100207,R01,ZLF,0
500014655,USD,2002,100207,R01,ZLF,0
500014656,USD,1001,100119,R01,ZLF,0
500014657,USD,1001,100242,R01,ZLF,0
500014658,USD,1002,100201,R01,ZLF,0
500014659,USD,1002,100201,R01,ZLF,0
500014660,TWD,1001,100124,R01,ZLF,"115,112"
500014661,USD,2002,100208,R01,ZLF,0
500014662,TWD,1005,100011,R01,ZLF,"23,268"
500014663,TWD,1005,100382,R01,ZLF,0
500014664,TWD,1005,100024,R01,ZLF,0
500014665,TWD,1005,100014,R01,ZLF,0
500014666,TWD,1002,100347,R01,ZLF,0
500014667,TWD,1002,100347,R01,ZLF,0
500014668,TWD,1002,100347,R01,ZLF,0
500014669,TWD,1005,100442,R01,ZLF,0
500014670,USD,1001,100118,R01,ZLF,0
500014671,USD,1001,100118,R01,ZLF,0
500014672,USD,1001,100118,R01,ZLF,0
500014673,TWD,1007,100463,R01,ZLF,"14,000"
500014674,USD,1001,100118,R01,ZLF,0
500014675,USD,1001,100118,R01,ZLF,0
500014676,USD,2002,100207,R01,ZLF,0
500014677,TWD,1005,100419,R01,ZLF,"84,095"
500014678,TWD,1005,100371,R01,ZLF,0
500014679,USD,1001,100032,R01,ZLF,"1,730,116"
500014680,TWD,1007,100105,R01,ZLF,0
500014681,TWD,1006,1002,,ZNL,0
500014682,TWD,1006,1002,,ZNL,0
500014683,TWD,1006,1002,,ZNL,0
500014684,USD,1002,2002,,ZNLC,0
500014685,USD,1005,100465,R01,ZLF,"389,652"
500014686,TWD,1001,100137,R01,ZLF,0
500014687,TWD,1007,Z009,R01,ZLF,0
500014688,TWD,1007,Z009,R01,ZLF,0
500014689,TWD,1007,Z009,R01,ZLF,0
500014690,TWD,1007,100452,R01,ZLF,0
500014691,TWD,1001,100133,R01,ZLF,"128,773"
500014692,USD,2002,100213,R01,ZLF,0
500014693,USD,2002,1002,,ZNLC,0
500014694,TWD,1005,100004,R01,ZLF,0
500014695,TWD,1005,100379,R01,ZLF,"10,007"
500014696,TWD,1001,100133,R01,ZLF,"289,499"
500014697,TWD,1005,100435,R01,ZLF,0
500014698,TWD,1005,100008,R01,ZLF,0
500014699,USD,1003,100179,R01,ZLF,0
500014700,USD,1001,100118,R01,ZLF,0
500014701,USD,1001,100118,R01,ZLF,0
500014702,USD,1001,100118,R01,ZLF,0
500014703,USD,1001,100289,R01,ZLF,"242,131"
500014704,USD,1005,100020,R01,ZLF,"2,409,498"
500014705,USD,1005,100016,R01,ZLF,0
500014706,TWD,1005,100011,R01,ZLF,"14,816"
500014707,USD,2002,100208,R01,ZLF,0
500014708,USD,1001,100147,R01,ZLF,0
500014709,USD,1001,100280,R01,ZLF,0
500014710,USD,1001,100281,R01,ZLF,"377,910"
500014711,TWD,1002,1006,,ZNL,0
500014712,TWD,1002,1006,,ZNL,0
500014713,TWD,1005,100442,R01,ZLF,0
500014714,USD,1005,100465,R01,ZLF,"137,129"
500014715,TWD,1005,100012,R01,ZLF,"4,029"
500014716,TWD,1005,100419,R01,ZLF,"119,343"
500014717,TWD,1007,100041,R01,ZLF,"13,200"
500014718,TWD,1007,100055,R01,ZLF,"23,100"
500014719,TWD,1007,100055,R01,ZLF,"6,600"
500014720,TWD,1007,100055,R01,ZLF,"3,300"
500014721,TWD,1005,100018,R01,ZLF,0
500014722,USD,1001,100242,R01,ZLF,0
500014723,USD,1001,100336,R01,ZLF,0
